,FacilityName,Latitude,Longitude,LocationAddress,City,State,ZIP,County,FIPScode,PrimaryNAICS,SecondPrimaryNAICS,IndustryType,TRI_Air_Emissions_10_in_lbs,TRI_Air_Emissions_11_in_lbs,TRI_Air_Emissions_12_in_lbs,TRI_Air_Emissions_13_in_lbs,GHG_Direct_Emissions_10_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_14_in_metric_tons
1862,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,27.81775,-97.482552,5900 UP RIVER RD,CORPUS CHRISTI,TX,78407,NUECES,48355.0,324110,,"Chemicals,Petroleum Product Suppliers,Refineries",49713.27970779412,45962.107324375975,45843.34605873141,43903.34181834441,76365.74309828276,20991.19228854213,27575.832873783787,29177.019761030268,55246.186112128016
1863,COVANTA PLYMOUTH RENEWABLE ENERGY LP,40.09584,-75.31056,1155 CONSHOHOCKEN ROAD,CONSHOHOCKEN,PA,19428-1028,MONTGOMERY,42091.0,562213,,Waste,,,,,66249.57987338389,53215.36332513516,1332436.8407765343,100104.89457137758,72572.04817426353
1864,ANSHUTZ RANCH EAST GAS PLANT,41.067222,-111.040833,20 MILES SOUTHWEST OF EVANSTON,EVANSTON,WY,82930,UINTA,56041.0,211111,,Petroleum and Natural Gas Systems,,,,,69903.40054286603,77863.92125852342,34649.76678547116,27067.695048031583,35991.37669587377
1865,FRONTERA ENERGY CENTER,26.235937,-98.392175,320 SOUTH GOODWIN ROAD,MISSION,TX,78572-9413,HIDALGO,48215.0,221112,,Power Plants,,,,,43476.58517650445,85770.40466046617,91340.12469351893,66362.8504016354,38982.7043227756
1866,AIR PRODUCTS LLC,27.809555,-97.457489,5401 UP RIVER RD,CORPUS CHRISTI,TX,78407,NUECES,48355.0,325120,,Chemicals,11853.812486107392,13508.71578655666,13897.658697093528,9345.442759822205,59967.79458803218,55786.16070127584,49132.73636158264,58639.06960917843,68393.21192996419
1867,ONEOK FIELD SVC/CUSTER GAS PLT,35.65409,-98.89174,1MI S OF CUSTER CITY,CUSTER CITY,OK,73639,CUSTER,40039.0,211112,,Petroleum and Natural Gas Systems,,,,,716392.5761212233,1053025.7759664147,944552.5640024137,340531.52381676494,803593.8709077806
1868,TATE & LYLE SUCRALOSE LLC,31.251667,-88.016389,588 IND US TRIAL RD,MC INTOSH,AL,36553,WASHINGTON,1129.0,325998,325199.0,Chemicals,,,,,92221.081796151,60886.03388121217,30734.53391167433,47019.59914406604,24251.666609453776
1869,RIVER BIRCH INC/RIVER BIRCH LANDFILL,29.93653,-90.26714,2000 S KENNER AVE,AVONDALE,LA,70094,JEFFERSON,22051.0,562212,,Waste,,,,,27962.507991373,20947.719734953287,43104.1537775756,47977.03601117868,24969.41512170522
1870,DSM CHEMICALS NORTH AMERICA,33.44136,-81.93123,1 COLUMBIA NITROGEN DR,AUGUSTA,GA,30901,RICHMOND,13245.0,325199,,"Chemicals,Suppliers of CO2",22612.39063777821,27196.53820269932,20389.08907111749,17351.58863393993,79848.3356228499,51201.30947118083,49997.44424104023,18048.64373012644,54853.45069939576
1871,CAMINO REAL LANDFILL,31.79,-106.592,2 MILES SW OF AIRPORT,SUNLAND PARK,NM,88063-9488,DONA ANA,35013.0,562212,,Waste,,,,,728924.9772204855,113244.00626136798,316498.8095692202,205369.37172184503,1331028.000730683
1872,SOLID WASTE AUTHORITY OF PBC,26.7717,-80.1416,7501 N. JOG ROAD,WEST PALM BEACH,FL,33412-2499,PALM BEACH,12099.0,562212,,Waste,,,,,1026047.3478465164,186161.83874575968,1106904.6158989165,832995.845723089,832293.6291502803
1873,NRG ENERGY CENTER MINNEAPOLIS,44.973474,-93.267695,816 4TH AVENUE SOUTH,MINNEAPOLIS,MN,55404-1005,HENNEPIN,27053.0,221112,,Power Plants,,,,,2349506.276155504,324338.5449788129,275379.2466777739,241656.2599560415,268523.5045929742
1874,NEBRASKA CORN PROCESSING LLC,40.278956,-100.161829,107 POTTER ST,CAMBRIDGE,NE,69022,FURNAS,31065.0,325193,,Other,35787.398378356615,37108.491275986526,35535.98962649273,34366.26417250969,150598.5091868083,184128.2172542784,225474.64264605576,553456.0282233568,581928.773583298
1875,TIMKENSTEEL CORP - HARRISON STEEL PLANT,40.780505,-81.397259,1835 DUEBER AVE SW,CANTON,OH,44706,STARK,39151.0,331111,,Metals,,,,,80056.57060594176,61436.124590217856,97954.7262334731,19196.46275790895,64746.81163420991
1876,DAKOTA MUNICIPAL SOLID WASTE LANDFILL,46.258482,-97.69506,7972 129TH AVENUE SE,GWINNER,ND,58040,SARGENT,38081.0,562212,,Waste,,,,,229547.9271372153,142620.73332939885,91614.30957283633,51604.24074362414,83318.37008114191
1877,SALINE COUNTY LANDFILL,37.677488,-88.464647,5000 WHITESVILLE RD,HARRISBURG,IL,62946,SALINE,17165.0,562212,,Waste,,,,,41982.49238158237,45429.04927003337,7693.309328096831,52157.19871171816,49928.8601329025
1878,NW PIPELINE PEGRAM COMPRESSOR STATION,42.123915,-111.159386,1579 SORENSON ROH RD,PEGRAM,ID,83254,BEAR LAKE,16007.0,486210,,Petroleum and Natural Gas Systems,,,,,72533.58451878828,26943.387137075824,52723.14718881767,33764.409099478245,17525.420143863583
1879,DSM PHARMACEUTICALS INC,35.658147,-77.357923,5900 GREENVILLE BLVD NE,GREENVILLE,NC,27834,PITT,37147.0,325412,,Chemicals,33387.3253584851,22501.24997323692,28269.96365785806,27656.4922560647,39695.5507963141,111057.46712912348,81571.94389853634,310148.1523822029,84286.04791207201
1880,"PG&E HYDROCARBONS, LLC - SHILLING GAS PLANT",,,17 MILES WEST FREER ON HIGHWAY 44,FREER,TX,78357,DUVAL,48131.0,211111,,Petroleum and Natural Gas Systems,,,,,106259.30877382982,114201.93079135848,235119.00924388703,164111.12164476223,75929.25461175147
1881,PERKINS,35.946388,-97.071357,LOST CREEK ROAD .75 MI EAST OF HWY 177,PERKINS,OK,74059,PAYNE,40119.0,562212,,Waste,,,,,43204.69646048642,787843.9485796893,318751.5788361188,262283.43759092333,216930.62991958627
1882,CLINTON COUNTY LANDFILL,40.325072,-86.558826,2700 N. STATE ROAD 39,FRANKFORT,IN,46041,CLINTON,18023.0,562212,,Waste,,,,,81077.58816541088,47392.48412546884,174578.17451036634,47804.43327689407,54405.44577731436
1883,JACKSONVILLE DUVAL SANITARY LANDFILL,30.33276,-81.46857,515 GIRVIN ROAD,JACKSONVILLE,FL,32225,DUVAL,12031.0,562212,,Waste,,,,,92823.87929341244,29285.401990561684,74646.09892429168,83200.546116441,68959.18702059188
1884,TPC GROUP LLC,29.69845,-95.254597,8600 PARK PL BLVD,HOUSTON,TX,77017,HARRIS,48201.0,325199,325110.0,Chemicals,26369.08175789721,22125.843886483934,12135.64392081491,17585.35359261377,90587.39119757098,56835.94582727167,118527.88334083425,72916.71261679256,76020.92653361049
1885,PERDUE FARMS ACCOMAC PROCESSING PLANT,37.736111,-75.656111,22520 LANKFORD HIGHWAY,ACCOMAC,VA,233011420,ACCOMACK,51001.0,311615,,"Other,Waste",791083.8557328833,334684.633450386,552038.6154427901,781060.1089787588,303616.7836222263,88306.8326018033,868144.4746375227,48881.449943567175,274105.5041613147
1886,EQUISTAR CHEMICALS LP - LAKE CHARLES POLYMERS SITE,30.193916,-93.321347,4101 LA HWY 108,WESTLAKE,LA,70669,CALCASIEU,22019.0,325211,,Other,25922.088233590635,36444.23238995053,32408.492100794632,30049.830206195515,66763.86950960425,82165.87907596039,56101.13439232758,54678.56500227052,60994.15481749916
1887,DENVER ARAPAHOE DISPOSAL SITE-A WASTE MANAGEMENT COMPANY,39.64566,-104.70914,3500 SOUTH GUN CLUB ROAD,AURORA,CO,80018-3033,ARAPAHOE,8005.0,562212,,Waste,,,,,41721.57421941779,30489.57414649426,23119.46669097912,1659.807911747543,55092.46878631407
1888,ARIZONA PUBLIC SERVICE COMPANY REDHAWK POWER PLANT,33.335833,-112.840528,11600 SOUTH 363RD AV,ARLINGTON,AZ,85322-8130,MARICOPA,4013.0,221112,,Power Plants,,,,,2804014.7438862603,907047.4890998034,2028662.3106544,953642.6415897117,1767153.4479157738
1889,GARNET VALLEY FACILITY,35.99,-115.09,11401 I15,LAS VEGAS,NV,89165,CLARK,32003.0,221112,,Power Plants,,,,,56130.998246561794,42771.44823853312,31806.28715370234,23075.487775051643,30938.06126658809
1890,TENNESSEE GAS PIPELINE COMPRESSOR STATION NO 21,40.6217,-81.0463,2029 COBBLER ROAD NORTHEAST,CARROLLTON,OH,44615-9709,CARROLL,39019.0,486210,,Petroleum and Natural Gas Systems,,,,,3646534.711239677,1897990.7284008493,1891610.6045987343,422850.7856606006,1830272.722660949
1891,AMERENENERGY MEDINA VALLEY COGEN LLC,40.470534,-88.398755,545 N JORDAN DR,GIBSON CITY,IL,60936-2205,FORD,17053.0,221112,,Power Plants,,,,,41864.6193276064,207464.2546947843,231581.16968787208,175698.93946394668,229617.7120013411
1892,TYSON POULTRY INC,36.370833,-93.570556,110 W FREEMAN AVE,BERRYVILLE,AR,72616,CARROLL,5015.0,311615,,Other,39271.13206226928,38602.075319362986,35258.16979640895,39083.41644534288,46688.97056770295,40202.456166017306,76178.2361062587,71667.8822018679,46089.32571791183
1893,BRIDGESTONE FIRESTONE,33.62022,-81.84952,1 BRIDGESTONE PKWY,GRANITEVILLE,SC,29829,AIKEN,45003.0,326211,,Other,,,,,36432.62417048978,31369.44290816012,43464.829565304986,55906.432548702105,66029.85693860565
1894,TRANSCONTINENTAL GAS PIPE LINE COMPANY - STATION 170,37.345285,-78.873848,2444 PUMPING STATION RD,APPOMATTOX,VA,24522-3521,APPOMATTOX,51011.0,486210,,Petroleum and Natural Gas Systems,,,,,75029.60007548956,88189.99431557687,343679.5967262596,78226.18056102749,75751.9918202904
1895,TOLAND ROAD LANDFILL,34.405411,-118.996373,3500 NORTH TOLAND ROAD,SANTA PAULA,CA,93060-9639,VENTURA,6111.0,562212,,Waste,,,,,209576.8012174075,115098.25742467368,77967.8529919224,73482.02158737917,1181017.787253332
1896,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,601 CRESTWOOD ST,JACKSONVILLE,FL,32208,DUVAL,12031.0,325199,,Chemicals,48725.151500351705,37951.62291323403,38989.72193217629,43416.22910171554,25122.957960684063,43843.85749181287,41734.24405206436,22200.66041452054,19257.73774860453
1897,HELCO KANOELEHUA HILL GENERATING STATION,19.70467,-155.06314,54 HALEKAUILA ST,HILO,HI,96720,HAWAII,15001.0,221112,,Power Plants,39554.27496395431,37613.46739367431,34780.040136166244,32360.37881321892,988288.5722881756,462831.94991932425,76742.6779236031,473325.17887305,597726.5368623022
1898,MULLINVILLE COMPRESSOR STATION,37.575959,-99.478382,14049 17TH AVE.,MULLINVILLE,KS,67109,KIOWA,20097.0,486210,,Petroleum and Natural Gas Systems,,,,,,90946.40226497094,243263.36990135204,53238.46572724829,34915.51730871659
1899,GREEN PLAINS ATKINSON LLC,42.52093,-98.96119,87590 HILLCREST RD,ATKINSON,NE,68713,HOLT,31089.0,325193,,Other,164319.77898347925,170349.08643515813,310593.31930194324,158992.1906944561,86838.16385102476,19536.936980345577,1069174.9741744394,489035.09749528905,1328755.558765047
1900,D.G. HUNTER GENERATING STATION,31.321,-92.4626,1011 NORTH 3RD STREET,ALEXANDRIA,LA,71301-8500,RAPIDES,22079.0,221112,,Power Plants,,,,,340865.49953193,154815.42938561647,285016.7095720162,263874.1371790018,315206.1648758584
1901,ANR-COLDSPRINGS/ BLUE LAKE GAS STORAGE COMPANY,44.84469,-84.96916,10000 PFLUM RD NE,MANCELONA,MI,49659,ANTRIM,26009.0,486210,,Petroleum and Natural Gas Systems,,,,,28840.270094573683,60326.91280329434,86232.6925088551,21190.25244710304,80182.70368922316
1902,HUNT REFINING COMPANY,33.2003,-87.607,1855 FAIRLAWN RD,TUSCALOOSA,AL,35401,TUSCALOOSA,1125.0,324110,,"Chemicals,Petroleum Product Suppliers,Refineries",34959.11141697023,33044.48128766125,32539.14815438641,28340.47044598116,45059.46769889454,17251.913018605446,55266.31261167597,35905.43853722093,41916.199913740806
1903,NORTH DENVER STATION,40.596501,-98.388461,1228 N DENVER AVE,HASTINGS,NE,68901,ADAMS,31001.0,221112,,Power Plants,,,,,147284.8686969244,13172.512165325214,54695.19173675457,29275.0501911578,66219.99440249961
1904,INTERNATIONAL PAPER,43.891973,-73.399275,568 SHORE AIRPORT RD,TICONDEROGA,NY,12883,ESSEX,36031.0,322121,,"Pulp and Paper,Waste",44461.72120102196,41401.019298795,44875.73323762268,47828.70178294559,57788.5357064517,7771.71023703333,43004.77135784202,44978.80056269234,54039.92088727838
1905,SOUTHERN POWER - WANSLEY COMBINED CYCLE,33.4071,-85.0379,3461 HOLLINGSWORTH FERRY ROAD,FRANKLIN,GA,30217,HEARD,13149.0,221112,,Power Plants,,,,,,,78532.04700719847,54022.95032698517,42896.12408399815
1906,INTERNATIONAL PAPER BOGALUSA MILL,30.7766,-89.8577,401 AVENUE U,BOGALUSA,LA,70427,WASHINGTON,22117.0,322121,322130.0,Pulp and Paper,36257.04881101964,39872.65121398363,31715.345743041144,28095.78938066469,227346.329879142,328501.8237030457,286567.87492447405,232066.41729508675,84906.31287887334
1907,RIO SUITES HOTEL & CASINO,36.11529,-115.18709,3700 W. FLAMINGO ROAD,LAS VEGAS,NV,89103,CLARK,32003.0,721120,,Other,,,,,80641.99455380058,67533.74411506184,237824.20693129257,85703.81594512449,183112.50469718708
1908,LIBBEY GLASS,41.668532,-83.517141,940 ASH STREET,TOLEDO,OH,436970919,LUCAS,39095.0,327212,,Minerals,,,,,31304.027871745537,25298.38580693223,49820.56660615108,56835.73295778922,131180.83005085614
1909,ABERDEEN GENERATING STATION,45.45807,-98.50242,421 30TH AVENUE SW,ABERDEEN,SD,57401,BROWN,46013.0,221112,,Power Plants,,,,,,,343188.0481841997,128622.75322972392,262859.8111229048
1910,TARGA MIDKIFF GAS PROCESSING PLANT,31.502598,-101.911987,17400 E FM 2401,MIDKIFF,TX,79755,UPTON,48461.0,211112,,Petroleum and Natural Gas Systems,,,,,69803.36981401341,73874.84448659625,71931.3061047468,89654.69449599,74461.65776145997
1911,NORTHWEST SANI LDFL,41.018395,-79.920054,1436 WEST SUNBURY ROAD,WEST SUNBURY,PA,16061-2934,BUTLER,42019.0,562212,,Waste,,,,,74442.79744621627,70609.78251322285,64930.6268325911,50228.030239420266,56443.61100430483
1912,ANN ARBOR SLF PHASE I &AMP; II,42.22738,-83.69977,4150 PLATT RD,ANN ARBOR,MI,48108,WASHTENAW,26161.0,562212,,Waste,,,,,868773.5493959482,744693.3145982675,667670.331026151,453549.0950790817,654140.5395043034
1913,ANR PIPELINE CO -  WOOLFOLK COMPRESSOR STATION,43.6249,-85.3844,11039  150TH AVE.,BIG RAPIDS,MI,49307,MECOSTA,26107.0,486210,,Petroleum and Natural Gas Systems,,,,,95464.96170384648,106631.99607609204,191119.0398165738,20317.688449356523,159498.36758526554
1914,FPL TURKEY POINT NUCLEAR GENERATING STATION,25.435833,-80.331111,9700 SW 344 ST,HOMESTEAD,FL,33035,MIAMI-DADE,12086.0,221112,,Power Plants,12106.385952733332,24937.341409937268,16493.189666528364,19185.508761964,109254.43715536168,52357.30438910551,56688.58426509869,20508.083844346205,51008.0034773512
1915,NORTHWEST PIPELINE SODA SPRINGS COMPRESSOR STATION,42.543153,-111.419936,37538 HWY 30,GEORGETOWN,ID,83239,BEAR LAKE,16007.0,486210,,Petroleum and Natural Gas Systems,,,,,77853.24779134545,63588.238165300514,19969.34884796161,67877.39184333652,8669.089553146841
1916,DAFTER SANITARY LANDFILL INC,46.3358,-84.444,3962 WEST 12 MILE ROAD,DAFTER,MI,49724-9509,CHIPPEWA,26033.0,562212,,Waste,,,,,244260.78264611296,640460.8833862103,285638.21425434406,628822.3302493657,181058.78741938004
1917,DIVERSIFIED DIEMAKERS INC,39.798983,-91.51461,7063 COUNTY RD 328,PALMYRA,MO,63461,MARION,29127.0,331523,331521.0,Metals,25405.07807087401,19629.18305279544,24503.70234616663,29924.05452949289,63012.98972864256,59169.7841705651,73140.90356545785,70445.51101550403,89108.19000092361
1918,JASPER MUNICIPAL ELECTRIC UTILITY,38.40068,-86.91442,1163 E 15TH ST,JASPER,IN,47546,DUBOIS,18037.0,221112,,Power Plants,,,,,49313.93550726805,2088.1194208896923,22255.8778322932,38516.87099128333,16613.4017464701
1919,KGEN SANDERSVILLE LLC,33.117081,-82.855363,1600 MILLS LINDSEY SCHOOL RD,WARTHEN,GA,31094,WASHINGTON,13303.0,221112,,Power Plants,,,,,43327.16712249234,37037.78683577392,19706.657424648285,33448.08179903625,57961.53311158575
1920,REDDING POWER PLANT,40.50961,-122.42433,17120 CLEAR CREEK ROAD,REDDING,CA,96001-5107,SHASTA,6089.0,221112,,Power Plants,,,,,71415.30921915284,24481.70923354785,36006.46964450258,59226.93574265199,4179.320811381949
1921,DCP MIDSTREAM LP/MOORELAND PLT,36.437917,-99.157528,2 1/4 MI E OF MOORELAND,MOORELAND,OK,73852,WOODWARD,40153.0,211112,,Petroleum and Natural Gas Systems,,,,,63952.646153330505,74041.77289108088,24687.421761921945,44870.63911369741,55456.87932884164
1922,TATE&LYLE CITRIC ACID,39.821844,-84.169259,5600 BRENTLINGER DR,DAYTON,OH,45414,MONTGOMERY,39113.0,325199,,Chemicals,28560.54634941925,18667.56577016285,25138.829071467488,74375.08770279067,263221.9805134386,70008.17618122871,75528.23781509977,135897.21994915637,209833.4153753144
1923,WHITE ENERGY HEREFORD LLC,34.829833,-102.363833,3748 S PROGRESSIVE RD,HEREFORD,TX,79045,DEAF SMITH,48117.0,325193,,Other,38362.35691426645,29427.898819217324,28706.892915646004,31960.02717788174,14243.918743827257,29640.77046243508,46424.530544524445,30999.396187195234,52249.7665197821
1924,UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE,44.47436,-73.19036,284 EAST AVENUE,BURLINGTON,VT,5405,CHITTENDEN,50007.0,611310,,Other,,,,,80136.24805459274,44822.47945935531,251043.2250485532,40570.1086569004,250381.3462367649
1925,INLAND EMPIRE ENERGY CENTER,33.74155,-117.17059,26226 ANTELOPE RD,ROMOLAND,CA,92585,RIVERSIDE,6065.0,221112,,Power Plants,,,,,12098.147163864807,3698.630311599976,61258.46879232053,61292.75307039848,12361.143827310703
1926,PPL EDGEWOOD ENEGRY LLC,40.7861,-73.2931,W END OF CAMPUS  RD,BRENTWOOD,NY,11717,SUFFOLK,36103.0,221112,,Power Plants,,,,,309076.3065276653,338988.3753690622,832475.4727759906,100174.30593195028,63335.48401542249
1927,"SNG STATION 5122 FRANKLINTON, LA",30.81735,-90.17873,42621 HWY 16,FRANKLINTON,LA,70438,WASHINGTON,22117.0,486210,,Petroleum and Natural Gas Systems,,,,,90866.59642079903,57402.58831115356,59195.70994778039,21936.651615368468,49210.25001022998
1928,Delhi (SESH) Compressor Station,32.409368,-91.487253,7281 Hwy 17,DELHI,LA,71232,RICHLAND,22083.0,486210,,Petroleum and Natural Gas Systems,,,,,85465.11014917691,45019.42311565511,16970.320140272306,54300.62341429961,42795.097787932726
1929,TRANSCONTINENTAL GAS PIPE LINE STATION 190,39.26687,-76.92572,11910 CARROLL MILL RD,ELLICOTT,MD,21042-1310,HOWARD,24027.0,486210,,Petroleum and Natural Gas Systems,,,,,68178.9351319392,36548.80727956362,47748.3603667705,25146.121218827284,43384.87979636685
1930,EAGLE POINT LANDFILL,34.3265,-84.24323,8880 OLD FEDERAL RD,BALL GROUND,GA,301073596,CHEROKEE,13057.0,562212,,Waste,,,,,71707.30120165482,93630.80925525636,68999.2064848598,59340.86617870286,32470.862217430506
1931,NORTHWEST PIPELINE GP GOLDENDALE C/S,45.77699,-120.798061,120 HOCTOR ROAD,GOLDENDALE,WA,99322,KLICKITAT,53039.0,486210,,Petroleum and Natural Gas Systems,,,,,,,271146.1694657612,424199.6986242487,260893.37347933243
1932,NGPL COMPRESSOR STATION 106,40.317238,-96.746506,21372 US HIGHWAY 77,BEATRICE,NE,683106756,GAGE,31067.0,486210,,Petroleum and Natural Gas Systems,,,,,71008.20154550386,75847.09726831637,58089.49420978749,25468.473958033657,49163.46794699514
1933,MISSISSIPPI LIME CO STE GENEVIEVE,37.974579,-90.063408,16147 US HIGHWAY 61,SAINTE GENEVIEVE,MO,63670,STE GENEVIEVE,29186.0,327410,,Minerals,57028.21331519654,30292.56120849829,74535.12971146757,35299.85358045509,167062.35170873912,1363989.9488971129,98602.5798789491,59228.98500355156,938105.3524160712
1934,MONROE LIVINGSTON SANITARY LANDFILL,42.98924,-77.79813,1241 SOUTH RD,SCOTTSVILLE,NY,14546,MONROE,36055.0,562212,,Waste,,,,,184041.4098298296,20825.26366001476,72729.7934366022,46320.42532263321,30506.672884792617
1935,MUSCATINE POWER & WATER GENERATION,41.3893,-91.0577,1700 DICK DRAKE WAY,MUSCATINE,IA,52761,MUSCATINE,19139.0,221112,,"Other,Power Plants",34316.7329768827,19410.55061386584,38498.264936014144,36810.05227553501,128017.81137555523,132435.29322665272,901818.727520302,184230.47632533248,790186.3015246844
1936,BELDEN BRICK PLANT 4,40.51389,-81.63972,475 DOVER RD NW,SUGARCREEK,OH,44681,TUSCARAWAS,39157.0,327120,327121.0,Minerals,26518.917011284928,24276.62799675337,21428.70632719147,21856.336320949005,55264.961546323786,35061.062528618655,58945.70421898523,48504.90714967685,77590.8448282911
1937,HALLEY PLANT / COMPRESSOR STATION,31.747395,-102.851484,10 MI. S. OF KERMIT ON ST. HWY 18,KERMIT,TX,79745,WINKLER,48495.0,211112,,Petroleum and Natural Gas Systems,,,,,,,313220.25224532536,245381.3462473199,522988.4776165458
1938,SILAS RAY POWER PLANT,25.913503,-97.521961,94 W 13TH ST,BROWNSVILLE,TX,78520,CAMERON,48061.0,221112,,Power Plants,,,,,253712.6551010298,163375.3081106529,225132.09622707468,70902.48207949816,234240.2782599981
1939,HOLLYFRONTIER TULSA REFINING LLC - EAST REFINERY,36.12266,-96.00048,902 W 25TH ST,TULSA,OK,741072810,TULSA,40143.0,324110,,"Petroleum Product Suppliers,Refineries",28196.64552460494,32488.458591078503,22805.401537730388,31265.684486952297,26324.05992022237,19318.95408274779,52170.25814430429,20936.79581228452,58244.31622199083
1940,CALPORTLAND CO MOJAVE PLANT,35.029298,-118.316236,9350 OAK CREEK RD,MOJAVE,CA,93501,KERN,6029.0,327310,,Minerals,28307.07120449109,29268.206527457303,33662.6024497072,32584.75102057196,64737.65106378087,39176.19041845636,41504.15931437901,428.1950528079324,50889.88057347568
1941,SNYDER GAS PLANT,32.747699,-100.923444,718 NORTH FM 1611,SNYDER,TX,79549-8540,SCURRY,48415.0,211112,,Petroleum and Natural Gas Systems,,,,,62467.70740634415,28864.302216864613,71054.71216076092,169615.37601242476,48353.26744008617
1942,FT. STEWART (DEPT. OF THE ARMY),31.88091,-81.60825,1550 FRANK COCHRAN DR,FORT STEWART,GA,31314,LIBERTY,13179.0,928110,,Waste,,,,,300566.8125601541,251951.7089641466,260144.67598396417,310094.3951029497,183484.7934268581
1943,CEDAR RIDGE RECYCLING & DISPOSAL FACIL,45.2474,-85.209434,11633 SAUNDERS RD,EAST JORDAN,MI,49727,CHARLEVOIX,26029.0,562212,,Waste,,,,,363446.2140327605,272435.3079930003,271162.1179990114,226823.79853765824,238809.6057193612
1944,GUDE LANDFILL GAS-TO-ENERGY FACILITY,39.10786,-77.14217,600 EAST GUDE DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,24031.0,562212,,Waste,,,,,66306.56737516387,37090.66265456255,55376.48657716659,28532.356632440937,19866.55436051556
